,Applicant_ID,Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,Residential_Status,Annual_Income,Credit_Score,Loan_Purpose,Bank_Account_History,Transaction_Frequency,Loan_Approval_Status
0,576709,Male,42,Married,0,Graduate,Employed,Business,Rent,21221.36454340838,843,Home,4,12,1
0,576825,Male,37,Married,2,High School,Self-Employed,Freelancer,Own,21040.437631695266,789,Personal,1,13,0
0,576875,Female,49,Married,1,High School,Employed,Salaried,Own,21034.178272650854,307,Personal,7,21,0
0,577047,Male,51,Single,1,High School,Employed,Freelancer,Rent,22442.942819546435,718,Personal,0,7,0
0,577212,Male,37,Married,1,Postgraduate,Self-Employed,Professional,Own,20292.629793529984,849,Home,5,7,1
0,577221,Male,50,Married,1,Postgraduate,Self-Employed,Freelancer,Rent,20678.12373734085,701,Vehicle,7,9,1
0,577222,Male,44,Single,2,High School,Self-Employed,Business,Own,21040.437631695266,441,Home,5,25,0
0,577286,Female,31,Married,1,High School,Unemployed,Freelancer,Other,20610.052053279793,811,Vehicle,1,11,1
0,577446,Female,55,Married,3,Graduate,Unemployed,Salaried,Other,21040.437631695266,773,Vehicle,7,20,1
0,577469,Male,46,Married,0,High School,Employed,Salaried,Rent,20574.339603327724,653,Home,3,16,1
0,577668,Male,53,Married,2,High School,Self-Employed,Business,Other,20423.81499949304,833,Vehicle,2,8,1
0,577683,Male,40,Divorced,2,High School,Unemployed,Freelancer,Other,20934.645946546465,849,Education,8,22,1
0,577775,Female,25,Single,2,Graduate,Self-Employed,Business,Own,21333.16725191843,393,Home,4,26,0
0,577938,Male,44,Married,3,Graduate,Self-Employed,Freelancer,Own,21040.437631695266,771,Education,3,25,0
0,577960,Female,40,Single,2,Graduate,Self-Employed,Business,Rent,20327.214471102718,712,Home,2,16,1
0,578190,Male,40,Married,1,Graduate,Unemployed,Freelancer,Own,20636.084542490953,848,Vehicle,3,23,1
0,578298,Male,37,Divorced,1,High School,Self-Employed,Business,Own,20644.050439721745,328,Home,2,28,0
0,578348,Male,35,Married,0,High School,Self-Employed,Salaried,Own,20573.950680914833,670,Home,3,21,0
0,578596,Female,32,Single,0,Graduate,Employed,Salaried,Own,21323.49892122329,580,Vehicle,9,8,1
0,578601,Female,34,Single,0,High School,Employed,Professional,Own,21040.437631695266,849,Education,2,22,1
0,578771,Female,40,Married,0,High School,Employed,Professional,Own,21787.474808298328,848,Education,4,27,1
0,578811,Male,46,Divorced,2,High School,Unemployed,Freelancer,Rent,20688.687239499963,600,Home,8,8,1
0,578865,Male,25,Married,3,High School,Employed,Professional,Own,20443.12566431042,695,Personal,4,9,0
0,578873,Male,64,Married,2,Graduate,Unemployed,Business,Other,21140.913701807713,674,Education,7,9,1
0,578875,Female,30,Single,0,Graduate,Self-Employed,Salaried,Other,21514.85011660647,770,Personal,6,18,1
0,578943,Male,40,Married,0,Graduate,Employed,Business,Own,21040.437631695266,841,Education,7,10,0
0,579095,Male,39,Married,3,High School,Employed,Business,Own,21040.437631695266,849,Education,7,17,1
0,579098,Male,33,Married,0,Graduate,Self-Employed,Salaried,Own,21040.437631695266,746,Education,9,16,0
0,579103,Male,51,Divorced,2,Postgraduate,Unemployed,Salaried,Rent,21763.500153067776,689,Vehicle,0,20,0
0,579223,Female,49,Married,1,Graduate,Self-Employed,Salaried,Own,20644.232757792168,715,Vehicle,5,23,1
0,579584,Male,27,Single,0,High School,Unemployed,Business,Own,21225.370067994976,841,Vehicle,8,9,1
0,579600,Male,50,Married,2,Graduate,Employed,Professional,Rent,21656.283787312386,678,Vehicle,3,16,0
0,579647,Male,32,Divorced,2,Graduate,Employed,Professional,Own,21383.07554097111,520,Education,0,27,0
0,579843,Female,47,Single,0,Graduate,Unemployed,Business,Other,20255.155391644053,738,Vehicle,7,21,1
0,580005,Male,42,Married,0,Graduate,Employed,Professional,Own,23414.38925456827,849,Vehicle,9,14,1
0,580012,Female,29,Married,3,Postgraduate,Employed,Salaried,Own,21031.29504748088,395,Personal,2,13,1
0,580120,Male,44,Married,3,Graduate,Employed,Freelancer,Rent,21883.044025277155,501,Home,8,22,0
0,580128,Female,36,Married,2,High School,Unemployed,Salaried,Own,20342.950949207432,428,Personal,3,8,1
0,580262,Female,53,Married,1,Graduate,Unemployed,Salaried,Other,20531.624497582598,695,Home,2,25,1
0,580535,Male,36,Single,3,Graduate,Employed,Freelancer,Own,20296.725964061534,848,Home,6,9,1
0,580550,Female,43,Single,1,Graduate,Self-Employed,Salaried,Own,20650.86564654184,412,Vehicle,0,29,1
0,580553,Male,47,Divorced,2,Graduate,Unemployed,Salaried,Other,20624.77979594421,398,Personal,8,6,0
0,580657,Male,46,Single,3,Graduate,Self-Employed,Salaried,Other,20862.791761129425,499,Education,3,25,1
0,580681,Female,46,Single,2,High School,Unemployed,Freelancer,Own,21205.450194015448,307,Personal,4,12,0
0,580703,Female,24,Married,3,High School,Employed,Professional,Rent,20465.4252508902,849,Vehicle,9,25,1
0,580845,Male,45,Single,2,High School,Unemployed,Freelancer,Own,20546.45656859876,783,Vehicle,9,11,1
0,580849,Male,37,Married,1,High School,Self-Employed,Professional,Rent,20999.559731121324,844,Education,0,26,1
0,580927,Female,26,Married,2,Postgraduate,Employed,Freelancer,Rent,21271.85194032828,779,Home,6,10,1
0,580988,Female,31,Single,1,High School,Self-Employed,Freelancer,Own,20686.35883592516,566,Home,0,26,1
0,581079,Male,26,Married,1,Graduate,Employed,Freelancer,Rent,21040.437631695266,664,Education,7,11,0
0,581256,Male,28,Married,2,High School,Self-Employed,Salaried,Rent,20619.191901012822,843,Education,2,9,1
0,581345,Male,34,Married,1,High School,Employed,Professional,Other,20672.869351074867,841,Home,7,16,1
0,581360,Female,24,Married,3,High School,Employed,Professional,Rent,20869.578234895267,845,Education,2,25,0
0,581377,Male,40,Single,1,High School,Employed,Salaried,Own,21900.960452843046,848,Personal,3,19,0
0,581386,Male,25,Married,3,Graduate,Unemployed,Business,Own,21492.98289408113,723,Vehicle,3,20,0
0,581389,Female,55,Married,1,Postgraduate,Unemployed,Business,Rent,21099.18133492999,778,Personal,8,22,1
0,581445,Female,27,Married,0,High School,Self-Employed,Freelancer,Own,21539.562937683124,534,Home,6,9,0
0,581562,Male,33,Single,0,High School,Self-Employed,Salaried,Own,20610.16288077476,367,Home,9,12,0
0,581678,Female,33,Married,1,Graduate,Self-Employed,Salaried,Own,20601.408534852922,701,Vehicle,3,10,1
0,581788,Male,32,Single,1,Postgraduate,Self-Employed,Salaried,Rent,21040.437631695266,836,Education,9,28,1
0,581821,Male,24,Single,0,High School,Employed,Business,Own,23689.928298905535,817,Home,8,15,1
0,581934,Male,53,Married,3,High School,Employed,Salaried,Own,29602.706506466828,841,Home,7,21,1
0,581946,Male,35,Single,3,High School,Self-Employed,Salaried,Own,20488.61761451276,559,Education,4,22,0
0,582215,Male,26,Single,0,High School,Unemployed,Professional,Own,21248.67941619556,834,Home,0,25,0
0,582350,Female,39,Single,0,Graduate,Employed,Business,Own,20783.926026354908,620,Personal,8,8,1
0,582572,Male,34,Single,0,Postgraduate,Self-Employed,Professional,Rent,20565.782284063607,725,Education,4,23,1
0,582573,Male,49,Married,3,High School,Employed,Salaried,Own,22000.8256034925,390,Vehicle,4,18,0
0,582638,Male,32,Single,0,High School,Employed,Professional,Own,21332.258740107838,843,Home,7,13,0
0,582663,Male,50,Single,3,High School,Unemployed,Professional,Own,20613.572194485652,623,Personal,5,19,0
0,582750,Female,34,Single,0,High School,Unemployed,Freelancer,Rent,21040.437631695266,319,Home,2,26,0
0,582868,Female,27,Married,2,Graduate,Employed,Salaried,Rent,20949.30322481594,695,Home,0,23,1
0,582924,Male,38,Single,1,Graduate,Employed,Professional,Own,21040.437631695266,848,Vehicle,1,25,1
0,582933,Female,43,Single,3,Graduate,Employed,Freelancer,Own,21045.472415332333,699,Education,0,22,1
0,583183,Female,54,Married,2,Graduate,Employed,Professional,Own,20618.623397010862,515,Home,1,6,1
0,583470,Male,33,Single,3,Postgraduate,Employed,Business,Rent,21168.400288800054,511,Home,9,9,1
0,583716,Male,38,Married,0,High School,Employed,Business,Own,21472.20684349697,835,Education,2,15,1
0,583906,Male,35,Married,2,Graduate,Employed,Freelancer,Own,21699.85267524096,756,Vehicle,0,10,1
0,583979,Male,45,Married,0,High School,Employed,Freelancer,Own,21040.437631695266,779,Personal,8,28,1
0,584109,Male,36,Single,0,Graduate,Employed,Salaried,Other,21040.437631695266,765,Vehicle,2,29,1
0,584112,Male,54,Single,2,Postgraduate,Employed,Business,Own,22629.11146129926,419,Personal,4,18,0
0,584258,Male,46,Married,3,Graduate,Employed,Business,Own,21206.555732483754,303,Education,1,17,1
0,584266,Female,44,Married,3,High School,Self-Employed,Freelancer,Own,21040.437631695266,844,Education,1,27,1
0,584272,Female,36,Married,3,Graduate,Self-Employed,Salaried,Own,21050.266046549797,819,Vehicle,8,17,0
0,584452,Male,47,Married,1,Postgraduate,Employed,Salaried,Own,21298.974233239944,591,Education,1,6,0
0,584474,Female,39,Married,1,Graduate,Unemployed,Freelancer,Own,21040.437631695266,300,Vehicle,1,19,1
0,584534,Male,20,Single,3,High School,Employed,Professional,Own,22158.71271041872,694,Education,5,23,1
0,584571,Female,35,Married,0,Graduate,Employed,Salaried,Rent,20858.375080218913,304,Home,2,15,0
0,584637,Male,54,Married,1,High School,Self-Employed,Salaried,Own,21392.708297408604,309,Home,7,10,0
0,584688,Male,29,Married,2,Graduate,Self-Employed,Professional,Rent,21040.437631695266,846,Education,2,23,1
0,584701,Male,38,Married,1,Graduate,Employed,Business,Own,21578.010500751705,774,Personal,2,20,0
0,585257,Female,58,Single,0,High School,Employed,Salaried,Own,24036.81083282656,825,Vehicle,2,8,1
0,585346,Male,31,Single,1,Graduate,Employed,Professional,Other,20802.69247344238,821,Home,8,14,0
0,585377,Male,44,Married,1,High School,Employed,Professional,Own,21972.957961471173,583,Home,4,18,1
0,585404,Male,40,Single,0,Postgraduate,Self-Employed,Business,Own,20213.730194798674,476,Home,1,26,1
0,585419,Male,31,Married,0,Graduate,Self-Employed,Salaried,Rent,20451.92310981363,657,Personal,8,10,1
0,585533,Male,34,Single,3,Graduate,Self-Employed,Professional,Own,22517.9648241946,812,Personal,1,17,0
0,585536,Male,34,Married,3,Graduate,Self-Employed,Salaried,Own,21040.437631695266,819,Vehicle,6,22,0
0,585611,Male,24,Married,1,Postgraduate,Employed,Salaried,Own,21040.437631695266,845,Home,5,12,1
0,585687,Male,34,Married,0,High School,Employed,Freelancer,Other,21040.437631695266,302,Vehicle,3,15,1
0,585704,Male,61,Married,2,High School,Unemployed,Professional,Own,20927.380588543114,654,Home,4,16,1
0,585705,Female,31,Married,0,High School,Self-Employed,Salaried,Rent,21129.438267236317,830,Home,9,13,0
0,585722,Male,50,Single,3,Postgraduate,Self-Employed,Salaried,Own,20341.729452341617,848,Home,9,13,1
0,585796,Male,38,Single,2,Postgraduate,Unemployed,Salaried,Rent,21051.70885634538,314,Home,4,24,1
0,585903,Male,37,Single,0,High School,Employed,Business,Rent,20624.28312457788,843,Vehicle,9,12,1
0,585912,Male,27,Married,3,Graduate,Unemployed,Salaried,Own,22405.381876437586,712,Personal,1,22,0
0,585969,Female,32,Single,3,High School,Unemployed,Salaried,Rent,21022.178459839386,849,Home,2,20,1
0,586047,Male,34,Married,1,Graduate,Employed,Salaried,Own,20680.677558567455,840,Home,4,7,1
0,586095,Female,34,Married,3,Postgraduate,Employed,Professional,Other,21040.437631695266,632,Personal,5,15,1
0,586377,Male,37,Divorced,3,High School,Employed,Salaried,Rent,21950.30092201411,387,Home,3,27,0
0,586558,Female,43,Married,2,Graduate,Employed,Freelancer,Rent,21040.437631695266,754,Home,1,26,0
0,586608,Female,42,Single,2,High School,Self-Employed,Business,Own,20875.83554157866,780,Home,0,17,1
0,586697,Female,38,Single,3,Graduate,Unemployed,Salaried,Rent,21035.494520183664,474,Education,7,17,0
0,586758,Male,36,Married,0,High School,Employed,Professional,Own,21000.669374311667,844,Education,9,23,0
0,586818,Female,30,Single,1,High School,Self-Employed,Freelancer,Rent,21449.805665046806,721,Education,4,13,1
0,586931,Male,47,Divorced,0,Postgraduate,Unemployed,Freelancer,Own,20981.33442322224,796,Vehicle,1,25,1
0,586935,Male,49,Married,3,Graduate,Employed,Professional,Own,20652.673776598604,608,Education,0,26,1
0,587066,Female,33,Married,0,Graduate,Self-Employed,Professional,Own,20987.337579199586,849,Home,7,23,1
0,587130,Male,36,Married,3,High School,Employed,Professional,Own,20341.644279359374,333,Home,4,13,1
0,587162,Female,62,Single,1,Graduate,Unemployed,Professional,Rent,23518.709054807063,847,Education,5,7,1
0,587187,Male,45,Single,1,High School,Employed,Salaried,Rent,20797.70592028923,333,Personal,3,25,0
0,587345,Male,50,Married,1,High School,Employed,Business,Own,25637.315839578383,496,Home,2,16,1
0,587368,Female,51,Married,1,Postgraduate,Self-Employed,Business,Own,21339.424216541654,526,Vehicle,8,8,1
0,587485,Female,26,Single,2,Graduate,Employed,Freelancer,Own,20571.60038548917,589,Vehicle,8,22,1
0,587525,Male,38,Married,3,Graduate,Unemployed,Salaried,Rent,20567.870903459487,747,Personal,4,18,1
0,587536,Female,27,Married,0,High School,Employed,Professional,Own,21049.24020810102,848,Education,6,18,1
0,587664,Male,32,Married,1,Graduate,Employed,Business,Own,21020.621744007312,839,Home,5,7,1
0,588051,Male,43,Divorced,1,Graduate,Employed,Freelancer,Own,20902.92362847336,754,Education,6,15,0
0,588118,Male,50,Single,1,Postgraduate,Self-Employed,Business,Rent,22249.135290085007,680,Education,9,21,1
0,588136,Male,48,Divorced,3,High School,Self-Employed,Salaried,Own,20396.421110806674,521,Home,8,9,0
0,588137,Male,57,Married,1,Postgraduate,Unemployed,Business,Own,20575.768046596182,849,Education,4,20,1
0,588138,Female,41,Single,1,Graduate,Employed,Freelancer,Own,21040.437631695266,546,Personal,0,13,1
0,588392,Male,31,Single,3,Postgraduate,Unemployed,Professional,Own,20979.555368279893,832,Personal,0,26,1
0,588415,Female,36,Single,2,High School,Employed,Freelancer,Own,21309.3253160337,417,Personal,7,11,1
0,588419,Male,53,Married,0,Graduate,Employed,Professional,Own,21040.437631695266,638,Vehicle,9,16,0
0,588692,Male,21,Married,1,Postgraduate,Unemployed,Freelancer,Own,20511.65536693864,312,Home,2,28,1
0,588731,Male,40,Single,3,High School,Unemployed,Freelancer,Rent,20745.178818577715,849,Education,5,17,1
0,588747,Male,33,Single,2,High School,Employed,Professional,Own,21192.577101590865,723,Personal,6,10,1
0,588816,Female,26,Single,0,High School,Employed,Professional,Own,21992.143774326632,713,Education,4,24,1
0,588988,Male,53,Single,2,Graduate,Self-Employed,Freelancer,Rent,21235.430057584363,686,Personal,2,25,0
0,589351,Female,49,Single,1,High School,Employed,Professional,Own,20259.853246014016,803,Vehicle,2,26,1
0,589368,Male,19,Married,1,High School,Employed,Salaried,Rent,20550.574288921,843,Personal,9,27,1
0,589557,Male,25,Married,1,High School,Employed,Business,Own,25164.779896757875,838,Personal,1,12,1
0,589567,Male,46,Single,0,Postgraduate,Self-Employed,Professional,Own,21040.437631695266,610,Vehicle,3,10,1
0,589658,Female,28,Married,0,High School,Employed,Business,Rent,20592.58577689716,846,Personal,3,23,1
0,589662,Female,52,Single,2,Graduate,Self-Employed,Freelancer,Rent,20909.37351503227,466,Personal,2,19,0
0,589673,Male,25,Single,3,High School,Self-Employed,Freelancer,Own,20886.900846006647,443,Vehicle,1,10,1
0,589868,Male,48,Married,2,Graduate,Employed,Professional,Own,20761.203995465614,823,Home,0,16,0
0,589873,Female,18,Married,1,High School,Self-Employed,Professional,Rent,20896.77851752561,727,Vehicle,2,8,1
0,589950,Male,26,Single,2,Graduate,Unemployed,Professional,Own,20852.663701566278,834,Home,8,25,1
0,590191,Male,51,Married,0,Graduate,Employed,Freelancer,Own,21143.30675475458,847,Vehicle,2,6,1
0,590285,Male,40,Married,3,Postgraduate,Employed,Business,Rent,21838.003252438582,322,Home,6,13,1
0,590438,Male,69,Married,1,Graduate,Self-Employed,Freelancer,Rent,20843.106882486445,581,Education,5,29,0
0,590444,Female,45,Single,0,Graduate,Unemployed,Freelancer,Own,21407.425778267934,549,Vehicle,5,21,1
0,590649,Male,45,Single,1,Graduate,Employed,Professional,Own,21122.90252357483,741,Education,5,25,0
0,590753,Female,55,Married,3,High School,Employed,Professional,Own,21040.437631695266,520,Education,7,7,1
0,590851,Male,25,Married,1,Graduate,Employed,Freelancer,Own,21105.580596583786,849,Home,8,17,0
0,590988,Male,39,Married,3,Postgraduate,Employed,Salaried,Own,20914.632348080453,386,Home,2,20,1
0,590994,Female,34,Single,1,Postgraduate,Employed,Salaried,Own,21040.437631695266,821,Home,5,24,1
0,591100,Female,41,Single,2,High School,Self-Employed,Business,Own,23723.59317668208,638,Vehicle,4,8,0
0,591114,Male,18,Married,2,High School,Unemployed,Salaried,Own,20453.439120485516,316,Home,1,28,1
0,591198,Male,49,Single,0,High School,Self-Employed,Freelancer,Rent,20994.340234992647,546,Education,9,18,1
0,591204,Male,36,Single,0,High School,Employed,Salaried,Own,21040.437631695266,562,Home,7,11,0
0,591833,Male,33,Married,2,Graduate,Employed,Salaried,Own,21040.437631695266,846,Personal,5,19,1
0,591887,Male,37,Married,3,Graduate,Employed,Freelancer,Rent,21874.024582723843,582,Vehicle,7,24,0
0,591894,Male,37,Divorced,2,High School,Unemployed,Salaried,Own,20425.36145352002,741,Vehicle,4,21,1
0,591896,Male,41,Divorced,3,Postgraduate,Employed,Salaried,Own,21040.437631695266,493,Personal,3,19,1
0,591899,Male,30,Married,1,Postgraduate,Self-Employed,Salaried,Own,20727.24289358215,849,Education,3,25,1
0,591935,Male,45,Married,0,Graduate,Self-Employed,Freelancer,Rent,20668.061695390446,363,Home,6,26,0
0,591966,Male,22,Married,0,Graduate,Employed,Freelancer,Own,21123.48642028442,613,Personal,6,23,1
0,592100,Male,53,Married,0,High School,Employed,Freelancer,Rent,21187.391811479152,321,Home,5,13,0
0,592103,Male,31,Married,3,Graduate,Employed,Professional,Own,21040.437631695266,337,Home,1,28,1
0,592108,Male,44,Single,3,Graduate,Self-Employed,Business,Rent,21040.437631695266,844,Home,2,6,1
0,592165,Male,30,Married,0,Postgraduate,Unemployed,Professional,Own,20586.461189559588,375,Home,8,23,1
0,592297,Male,35,Divorced,1,Graduate,Self-Employed,Business,Own,22669.148920036372,657,Vehicle,2,13,0
0,592323,Male,38,Married,1,High School,Employed,Business,Other,20640.605551753208,849,Education,2,27,1
0,592324,Male,38,Single,0,High School,Employed,Freelancer,Own,21040.437631695266,641,Education,1,13,1
0,592497,Male,34,Married,1,Postgraduate,Employed,Professional,Other,20605.231399308923,761,Education,3,19,1
0,592526,Male,38,Single,2,Graduate,Employed,Freelancer,Own,20879.47471972356,845,Personal,3,15,1
0,592549,Female,55,Single,3,Graduate,Employed,Freelancer,Own,20469.983544710944,316,Vehicle,9,12,0
0,592550,Male,32,Single,3,Graduate,Employed,Salaried,Rent,20714.3886144669,561,Home,1,11,1
